---------Preisupdate vom 09.02.2015 ----------
Artikelnr 100640 : Preis Neu => 1.60, region = 2001
Artikelnr 800162 : Preis Neu => 0.08, region = 2009
Artikelnr 800168 : Preis Neu => 1.64, region = 2009
Artikelnr 800185 : Preis Neu => 968.00, region = 2009
Artikelnr 800186 : Preis Neu => 543.00, region = 2009
Artikelnr 800187 : Preis Neu => 239.00, region = 2009
Artikelnr 800188 : Preis Neu => 7.72, region = 2009
Artikelnr 800191 : Preis Neu => 7.02, region = 2009
Artikelnr 800192 : Preis Neu => 0.16, region = 2009
Artikelnr 800194 : Preis Neu => 0.14, region = 2009
Artikelnr 800198 : Preis Neu => 2.22, region = 2009
Artikelnr 800199 : Preis Neu => 0.06, region = 2009
Artikelnr 800203 : Preis Neu => 52.00, region = 2009
Artikelnr 800204 : Preis Neu => 95.20, region = 2009
Artikelnr 800205 : Preis Neu => 30.12, region = 2009
Artikelnr 800206 : Preis Neu => 3.52, region = 2009
Artikelnr 800207 : Preis Neu => 3.52, region = 2009
Artikelnr 800208 : Preis Neu => 3.52, region = 2009
Artikelnr 800211 : Preis Neu => 1.99, region = 2009
Artikelnr 800212 : Preis Neu => 0.94, region = 2009
Artikelnr 800213 : Preis Neu => 6.90, region = 2009
Artikelnr 800214 : Preis Neu => 3.50, region = 2009
Artikelnr 800218 : Preis Neu => 14.93, region = 2009
Artikelnr 800248 : Preis Neu => 1.48, region = 2009
Artikelnr 800252 : Preis Neu => 4.06, region = 2009
Artikelnr 800254 : Preis Neu => 2.40, region = 2009
Artikelnr 800257 : Preis Neu => 0.18, region = 2009
Artikelnr 800260 : Preis Neu => 7.42, region = 2009
Artikelnr 800262 : Preis Neu => 0.49, region = 2009
Artikelnr 800287 : Preis Neu => 3.39, region = 2009
Artikelnr 800298 : Preis Neu => 0.59, region = 2009
Artikelnr 800301 : Preis Neu => 0.22, region = 2009
Artikelnr 800302 : Preis Neu => 0.39, region = 2009
Artikelnr 800303 : Preis Neu => 0.75, region = 2009
Artikelnr 800304 : Preis Neu => 15.86, region = 2009
Artikelnr 800305 : Preis Neu => 0.64, region = 2009
Artikelnr 800309 : Preis Neu => 0.23, region = 2009
Artikelnr 800310 : Preis Neu => 84.45, region = 2009
Artikelnr 800311 : Preis Neu => 0.13, region = 2009
Artikelnr 800314 : Preis Neu => 1.46, region = 2009
Artikelnr 800315 : Preis Neu => 310.31, region = 2009
Artikelnr 800316 : Preis Neu => 0.03, region = 2009
Artikelnr 800317 : Preis Neu => 0.02, region = 2009
Artikelnr 800318 : Preis Neu => 0.17, region = 2009
Artikelnr 800319 : Preis Neu => 0.02, region = 2009
Artikelnr 800321 : Preis Neu => 11.81, region = 2009
Artikelnr 800324 : Preis Neu => 0.01, region = 2009
Artikelnr 800331 : Preis Neu => 50.11, region = 2009
Artikelnr 800332 : Preis Neu => 60.84, region = 2009
Artikelnr 800333 : Preis Neu => 1.04, region = 2009
Artikelnr 800352 : Preis Neu => 0.02, region = 2009
Artikelnr 800356 : Preis Neu => 0.75, region = 2009
Artikelnr 800357 : Preis Neu => 7.20, region = 2009
Artikelnr 800358 : Preis Neu => 3.93, region = 2009
Artikelnr 800361 : Preis Neu => 3.93, region = 2009
Artikelnr 800362 : Preis Neu => 3.93, region = 2009
Artikelnr 800363 : Preis Neu => 3.93, region = 2009
Artikelnr 800364 : Preis Neu => 3.19, region = 2009
Artikelnr 800365 : Preis Neu => 3.19, region = 2009
Artikelnr 800366 : Preis Neu => 3.19, region = 2009
Artikelnr 800367 : Preis Neu => 3.19, region = 2009
Artikelnr 800371 : Preis Neu => 14.55, region = 2009
Artikelnr 800374 : Preis Neu => 3.79, region = 2009
Artikelnr 800382 : Preis Neu => 0.01, region = 2009
Artikelnr 800383 : Preis Neu => 0.01, region = 2009
Artikelnr 800385 : Preis Neu => 0.01, region = 2009
Artikelnr 800388 : Preis Neu => 4.14, region = 2009
Artikelnr 800398 : Preis Neu => 0.64, region = 2009
Artikelnr 800400 : Preis Neu => 1.35, region = 2009
Artikelnr 800406 : Preis Neu => 0.13, region = 2009
Artikelnr 800407 : Preis Neu => 0.13, region = 2009
Artikelnr 800408 : Preis Neu => 0.16, region = 2009
Artikelnr 800409 : Preis Neu => 0.09, region = 2009
Artikelnr 800410 : Preis Neu => 0.14, region = 2009
Artikelnr 800411 : Preis Neu => 0.14, region = 2009
Artikelnr 800412 : Preis Neu => 0.07, region = 2009
Artikelnr 800413 : Preis Neu => 8.64, region = 2009
Artikelnr 800417 : Preis Neu => 0.05, region = 2009
Artikelnr 800418 : Preis Neu => 11.37, region = 2009
Artikelnr 800419 : Preis Neu => 15.23, region = 2009
Artikelnr 800420 : Preis Neu => 21.68, region = 2009
Artikelnr 800421 : Preis Neu => 30.78, region = 2009
Artikelnr 800422 : Preis Neu => 44.01, region = 2009
Artikelnr 800423 : Preis Neu => 52.92, region = 2009
Artikelnr 800424 : Preis Neu => 67.77, region = 2009
Artikelnr 800425 : Preis Neu => 86.94, region = 2009
Artikelnr 800427 : Preis Neu => 96.20, region = 2009
Artikelnr 800428 : Preis Neu => 144.99, region = 2009
Artikelnr 800429 : Preis Neu => 171.45, region = 2009
Artikelnr 800430 : Preis Neu => 225.72, region = 2009
Artikelnr 800431 : Preis Neu => 276.48, region = 2009
Artikelnr 800432 : Preis Neu => 11.80, region = 2009
Artikelnr 800433 : Preis Neu => 17.66, region = 2009
Artikelnr 800434 : Preis Neu => 24.44, region = 2009
Artikelnr 800435 : Preis Neu => 24.44, region = 2009
Artikelnr 800436 : Preis Neu => 24.44, region = 2009
Artikelnr 800437 : Preis Neu => 29.43, region = 2009
Artikelnr 800439 : Preis Neu => 31.86, region = 2009
Artikelnr 800441 : Preis Neu => 43.20, region = 2009
Artikelnr 800442 : Preis Neu => 43.20, region = 2009
Artikelnr 800443 : Preis Neu => 106.83, region = 2009
Artikelnr 800444 : Preis Neu => 1.15, region = 2009
Artikelnr 800445 : Preis Neu => 111.74, region = 2009
Artikelnr 800446 : Preis Neu => 111.74, region = 2009
Artikelnr 800447 : Preis Neu => 8.85, region = 2009
Artikelnr 800448 : Preis Neu => 9.91, region = 2009
Artikelnr 800449 : Preis Neu => 41.04, region = 2009
Artikelnr 800450 : Preis Neu => 0.01, region = 2009
Artikelnr 800452 : Preis Neu => 0.01, region = 2009
Artikelnr 800454 : Preis Neu => 0.17, region = 2009
Artikelnr 800455 : Preis Neu => 0.02, region = 2009
Artikelnr 800476 : Preis Neu => 1.03, region = 2009
Artikelnr 800477 : Preis Neu => 3.32, region = 2009
Artikelnr 800478 : Preis Neu => 4.30, region = 2009
Artikelnr 800482 : Preis Neu => 3.03, region = 2009
Artikelnr 800483 : Preis Neu => 1.47, region = 2009
Artikelnr 800484 : Preis Neu => 1.43, region = 2009
Artikelnr 800485 : Preis Neu => 1.05, region = 2009
Artikelnr 800486 : Preis Neu => 0.01, region = 2009
Artikelnr 800488 : Preis Neu => 0.05, region = 2009
Artikelnr 800489 : Preis Neu => 0.14, region = 2009
Artikelnr 800490 : Preis Neu => 1.65, region = 2009
Artikelnr 800491 : Preis Neu => 2.24, region = 2009
Artikelnr 800494 : Preis Neu => 0.30, region = 2009
Artikelnr 800495 : Preis Neu => 1.80, region = 2009
Artikelnr 800498 : Preis Neu => 11.15, region = 2009
Artikelnr 800501 : Preis Neu => 11.15, region = 2009
Artikelnr 800508 : Preis Neu => 6.06, region = 2009
Artikelnr 800512 : Preis Neu => 0.04, region = 2009
Artikelnr 800525 : Preis Neu => 3.91, region = 2009
Artikelnr 800527 : Preis Neu => 5.69, region = 2009
Artikelnr 800530 : Preis Neu => 0.37, region = 2009
Artikelnr 800540 : Preis Neu => 2.08, region = 2009
Artikelnr 800544 : Preis Neu => 2.27, region = 2009
Artikelnr 800545 : Preis Neu => 2.27, region = 2009
Artikelnr 800548 : Preis Neu => 2.33, region = 2009
Artikelnr 800550 : Preis Neu => 71.45, region = 2009
Artikelnr 800551 : Preis Neu => 11.15, region = 2009
Artikelnr 800552 : Preis Neu => 2.84, region = 2009
Artikelnr 800555 : Preis Neu => 1.93, region = 2009
Artikelnr 800556 : Preis Neu => 1.31, region = 2009
Artikelnr 800557 : Preis Neu => 1.31, region = 2009
Artikelnr 800560 : Preis Neu => 1.36, region = 2009
Artikelnr 800561 : Preis Neu => 1.44, region = 2009
Artikelnr 800562 : Preis Neu => 4.98, region = 2009
Artikelnr 800563 : Preis Neu => 3.78, region = 2009
Artikelnr 800564 : Preis Neu => 0.25, region = 2009
Artikelnr 800565 : Preis Neu => 0.23, region = 2009
Artikelnr 800569 : Preis Neu => 0.12, region = 2009
Artikelnr 800570 : Preis Neu => 0.14, region = 2009
Artikelnr 800571 : Preis Neu => 0.12, region = 2009
Artikelnr 800572 : Preis Neu => 0.14, region = 2009
Artikelnr 800573 : Preis Neu => 0.12, region = 2009
Artikelnr 800574 : Preis Neu => 0.14, region = 2009
Artikelnr 800575 : Preis Neu => 0.12, region = 2009
Artikelnr 800576 : Preis Neu => 0.14, region = 2009
Artikelnr 800577 : Preis Neu => 0.12, region = 2009
Artikelnr 800579 : Preis Neu => 0.14, region = 2009
Artikelnr 800580 : Preis Neu => 1.93, region = 2009
Artikelnr 800582 : Preis Neu => 6.40, region = 2009
Artikelnr 800583 : Preis Neu => 15.34, region = 2009
Artikelnr 800584 : Preis Neu => 1.29, region = 2009
Artikelnr 800590 : Preis Neu => 3.13, region = 2009
Artikelnr 800592 : Preis Neu => 1.33, region = 2009
Artikelnr 800593 : Preis Neu => 1.58, region = 2009
Artikelnr 800594 : Preis Neu => 2.97, region = 2009
Artikelnr 800595 : Preis Neu => 1.50, region = 2009
Artikelnr 800596 : Preis Neu => 0.04, region = 2009
Artikelnr 800597 : Preis Neu => 0.06, region = 2009
Artikelnr 800598 : Preis Neu => 0.01, region = 2009
Artikelnr 800599 : Preis Neu => 1.76, region = 2009
Artikelnr 800601 : Preis Neu => 2.30, region = 2009
Artikelnr 800603 : Preis Neu => 37.11, region = 2009
Artikelnr 800605 : Preis Neu => 6.50, region = 2009
Artikelnr 800621 : Preis Neu => 2.75, region = 2009
Artikelnr 800630 : Preis Neu => 0.14, region = 2009
Artikelnr 800632 : Preis Neu => 17.12, region = 2009
Artikelnr 800633 : Preis Neu => 10.61, region = 2009
Artikelnr 800639 : Preis Neu => 0.01, region = 2009
Artikelnr 800640 : Preis Neu => 0.22, region = 2009
Artikelnr 800641 : Preis Neu => 3.15, region = 2009
Artikelnr 800642 : Preis Neu => 0.10, region = 2009
Artikelnr 800643 : Preis Neu => 0.18, region = 2009
Artikelnr 800644 : Preis Neu => 0.58, region = 2009
Artikelnr 800646 : Preis Neu => 0.00, region = 2009
Artikelnr 800647 : Preis Neu => 0.20, region = 2009
Artikelnr 800648 : Preis Neu => 0.14, region = 2009
Artikelnr 800652 : Preis Neu => 0.63, region = 2009
Artikelnr 800655 : Preis Neu => 0.26, region = 2009
Artikelnr 800656 : Preis Neu => 0.13, region = 2009
Artikelnr 800659 : Preis Neu => 0.25, region = 2009
Artikelnr 800660 : Preis Neu => 1.81, region = 2009
Artikelnr 800661 : Preis Neu => 1.76, region = 2009
Artikelnr 800662 : Preis Neu => 1.23, region = 2009
Artikelnr 800663 : Preis Neu => 0.83, region = 2009
Artikelnr 800667 : Preis Neu => 0.00, region = 2009
Artikelnr 800668 : Preis Neu => 0.03, region = 2009
Artikelnr 800670 : Preis Neu => 4.75, region = 2009
Artikelnr 800672 : Preis Neu => 0.87, region = 2009
Artikelnr 800673 : Preis Neu => 0.81, region = 2009
Artikelnr 800674 : Preis Neu => 0.07, region = 2009
Artikelnr 800675 : Preis Neu => 1.70, region = 2009
Artikelnr 800676 : Preis Neu => 0.01, region = 2009
Artikelnr 800678 : Preis Neu => 19.51, region = 2009
Artikelnr 800679 : Preis Neu => 0.12, region = 2009
Artikelnr 800691 : Preis Neu => 9.48, region = 2009
Artikelnr 800694 : Preis Neu => 0.01, region = 2009
Artikelnr 800707 : Preis Neu => 5.28, region = 2009
Artikelnr 800712 : Preis Neu => 2.17, region = 2009
Artikelnr 800732 : Preis Neu => 0.28, region = 2009
Artikelnr 800735 : Preis Neu => 231.85, region = 2009
Artikelnr 800742 : Preis Neu => 0.08, region = 2009
Artikelnr 800743 : Preis Neu => 1.77, region = 2009
Artikelnr 800747 : Preis Neu => 0.10, region = 2009
Artikelnr 800751 : Preis Neu => 0.12, region = 2009
Artikelnr 800752 : Preis Neu => 0.15, region = 2009
Artikelnr 800753 : Preis Neu => 0.19, region = 2009
Artikelnr 800754 : Preis Neu => 0.23, region = 2009
Artikelnr 800755 : Preis Neu => 0.29, region = 2009
Artikelnr 800756 : Preis Neu => 0.35, region = 2009
Artikelnr 800757 : Preis Neu => 0.39, region = 2009
Artikelnr 800758 : Preis Neu => 0.42, region = 2009
Artikelnr 800768 : Preis Neu => 46.86, region = 2009
Artikelnr 800770 : Preis Neu => 38.76, region = 2009
Artikelnr 800773 : Preis Neu => 0.09, region = 2009
Artikelnr 800774 : Preis Neu => 0.56, region = 2009
Artikelnr 800775 : Preis Neu => 199.40, region = 2009
Artikelnr 800777 : Preis Neu => 10.17, region = 2009
Artikelnr 800778 : Preis Neu => 10.76, region = 2009
Artikelnr 800779 : Preis Neu => 12.00, region = 2009
Artikelnr 800780 : Preis Neu => 12.00, region = 2009
Artikelnr 800781 : Preis Neu => 0.61, region = 2009
Artikelnr 800782 : Preis Neu => 0.01, region = 2009
Artikelnr 800783 : Preis Neu => 0.00, region = 2009
Artikelnr 800784 : Preis Neu => 0.00, region = 2009
Artikelnr 800785 : Preis Neu => 0.40, region = 2009
Artikelnr 800786 : Preis Neu => 0.00, region = 2009
Artikelnr 800787 : Preis Neu => 0.00, region = 2009
Artikelnr 800788 : Preis Neu => 0.00, region = 2009
Artikelnr 800789 : Preis Neu => 0.00, region = 2009
Artikelnr 800790 : Preis Neu => 0.00, region = 2009
Artikelnr 800791 : Preis Neu => 0.00, region = 2009
Artikelnr 800792 : Preis Neu => 0.00, region = 2009
Artikelnr 800793 : Preis Neu => 0.00, region = 2009
Artikelnr 800794 : Preis Neu => 0.53, region = 2009
Artikelnr 800796 : Preis Neu => 11.99, region = 2009
Artikelnr 800797 : Preis Neu => 0.31, region = 2009
Artikelnr 800798 : Preis Neu => 11.99, region = 2009
Artikelnr 800799 : Preis Neu => 0.38, region = 2009
Artikelnr 800800 : Preis Neu => 0.97, region = 2009
Artikelnr 800815 : Preis Neu => 0.15, region = 2009
Artikelnr 800817 : Preis Neu => 3.40, region = 2009
Artikelnr 800823 : Preis Neu => 0.74, region = 2009
Artikelnr 800824 : Preis Neu => 1.28, region = 2009
Artikelnr 800838 : Preis Neu => 0.05, region = 2009
Artikelnr 800839 : Preis Neu => 1.72, region = 2009
Artikelnr 800840 : Preis Neu => 14.32, region = 2009
Artikelnr 800842 : Preis Neu => 4.99, region = 2009
Artikelnr 800852 : Preis Neu => 0.18, region = 2009
Artikelnr 800877 : Preis Neu => 0.14, region = 2009
Artikelnr 800903 : Preis Neu => 135.65, region = 2009
Artikelnr 800906 : Preis Neu => 0.10, region = 2009
Artikelnr 800910 : Preis Neu => 6.72, region = 2009
Artikelnr 800932 : Preis Neu => 32.80, region = 2009
Artikelnr 800937 : Preis Neu => 0.11, region = 2009
Artikelnr 800940 : Preis Neu => 0.24, region = 2009
Artikelnr 800941 : Preis Neu => 0.24, region = 2009
Artikelnr 800943 : Preis Neu => 0.12, region = 2009
Artikelnr 800947 : Preis Neu => 1.74, region = 2009
Artikelnr 800948 : Preis Neu => 2.53, region = 2009
Artikelnr 800982 : Preis Neu => 0.24, region = 2009
Artikelnr 800984 : Preis Neu => 0.05, region = 2009
Artikelnr 800985 : Preis Neu => 0.21, region = 2009
Artikelnr 800986 : Preis Neu => 0.14, region = 2009
Artikelnr 800989 : Preis Neu => 93.85, region = 2009
Artikelnr 800994 : Preis Neu => 0.74, region = 2009
Artikelnr 801005 : Preis Neu => 0.02, region = 2009
Artikelnr 801008 : Preis Neu => 4.66, region = 2009
Artikelnr 801010 : Preis Neu => 17.60, region = 2009
Artikelnr 801013 : Preis Neu => 0.14, region = 2009
Artikelnr 801014 : Preis Neu => 32.59, region = 2009
Artikelnr 801016 : Preis Neu => 11.38, region = 2009
Artikelnr 801023 : Preis Neu => 60.78, region = 2009
Artikelnr 801030 : Preis Neu => 0.00, region = 2009
Artikelnr 801042 : Preis Neu => 0.00, region = 2009
Artikelnr 801054 : Preis Neu => 0.00, region = 2009
Artikelnr 801061 : Preis Neu => 4.96, region = 2009
Artikelnr 801070 : Preis Neu => 15.80, region = 2009
Artikelnr 801074 : Preis Neu => 3.30, region = 2009
Artikelnr 801077 : Preis Neu => 0.49, region = 2009
Artikelnr 801078 : Preis Neu => 0.12, region = 2009
Artikelnr 801079 : Preis Neu => 0.31, region = 2009
Artikelnr 801080 : Preis Neu => 0.02, region = 2009
Artikelnr 801089 : Preis Neu => 0.01, region = 2009
Artikelnr 801091 : Preis Neu => 0.02, region = 2009
Artikelnr 801094 : Preis Neu => 0.00, region = 2009
Artikelnr 801095 : Preis Neu => 0.00, region = 2009
Artikelnr 801102 : Preis Neu => 0.00, region = 2009
Artikelnr 801103 : Preis Neu => 0.00, region = 2009
Artikelnr 801104 : Preis Neu => 3.51, region = 2009
Artikelnr 801107 : Preis Neu => 4.41, region = 2009
Artikelnr 801108 : Preis Neu => 0.18, region = 2009
Artikelnr 801110 : Preis Neu => 0.06, region = 2009
Artikelnr 801112 : Preis Neu => 59.99, region = 2009
Artikelnr 801117 : Preis Neu => 23.67, region = 2009
Artikelnr 801120 : Preis Neu => 2.16, region = 2009
Artikelnr 801122 : Preis Neu => 2.16, region = 2009
Artikelnr 801123 : Preis Neu => 2.16, region = 2009
Artikelnr 801124 : Preis Neu => 2.16, region = 2009
Artikelnr 801125 : Preis Neu => 2.16, region = 2009
Artikelnr 801126 : Preis Neu => 2.16, region = 2009
Artikelnr 801127 : Preis Neu => 2.38, region = 2009
Artikelnr 801128 : Preis Neu => 2.38, region = 2009
Artikelnr 801129 : Preis Neu => 2.16, region = 2009
Artikelnr 801130 : Preis Neu => 2.16, region = 2009
Artikelnr 801131 : Preis Neu => 2.16, region = 2009
Artikelnr 801132 : Preis Neu => 2.38, region = 2009
Artikelnr 801134 : Preis Neu => 2.55, region = 2009
Artikelnr 801135 : Preis Neu => 2.16, region = 2009
Artikelnr 801136 : Preis Neu => 1.51, region = 2009
Artikelnr 801137 : Preis Neu => 1.51, region = 2009
Artikelnr 801138 : Preis Neu => 2.24, region = 2009
Artikelnr 801139 : Preis Neu => 2.24, region = 2009
Artikelnr 801140 : Preis Neu => 1.49, region = 2009
Artikelnr 801141 : Preis Neu => 0.78, region = 2009
Artikelnr 801142 : Preis Neu => 1.46, region = 2009
Artikelnr 801143 : Preis Neu => 0.00, region = 2009
Artikelnr 801144 : Preis Neu => 0.00, region = 2009
Artikelnr 801146 : Preis Neu => 0.00, region = 2009
Artikelnr 801147 : Preis Neu => 0.00, region = 2009
Artikelnr 801148 : Preis Neu => 0.00, region = 2009
Artikelnr 801150 : Preis Neu => 0.11, region = 2009
Artikelnr 801151 : Preis Neu => 0.60, region = 2009
Artikelnr 801153 : Preis Neu => 7.35, region = 2009
Artikelnr 801154 : Preis Neu => 0.01, region = 2009
Artikelnr 801155 : Preis Neu => 0.12, region = 2009
Artikelnr 801156 : Preis Neu => 0.00, region = 2009
Artikelnr 801157 : Preis Neu => 0.37, region = 2009
Artikelnr 801158 : Preis Neu => 0.00, region = 2009
Artikelnr 801159 : Preis Neu => 0.00, region = 2009
Artikelnr 801160 : Preis Neu => 0.00, region = 2009
Artikelnr 801161 : Preis Neu => 0.00, region = 2009
Artikelnr 801162 : Preis Neu => 0.00, region = 2009
Artikelnr 801163 : Preis Neu => 0.00, region = 2009
Artikelnr 801164 : Preis Neu => 0.00, region = 2009
Artikelnr 801165 : Preis Neu => 1.23, region = 2009
Artikelnr 801169 : Preis Neu => 0.06, region = 2009
Artikelnr 801175 : Preis Neu => 138.08, region = 2009
Artikelnr 801176 : Preis Neu => 210.96, region = 2009
Artikelnr 801177 : Preis Neu => 141.84, region = 2009
Artikelnr 801178 : Preis Neu => 109.68, region = 2009
Artikelnr 801179 : Preis Neu => 2.48, region = 2009
Artikelnr 801180 : Preis Neu => 0.65, region = 2009
Artikelnr 801186 : Preis Neu => 11.30, region = 2009
Artikelnr 801209 : Preis Neu => 2.33, region = 2009
Artikelnr 801210 : Preis Neu => 17.50, region = 2009
Artikelnr 801212 : Preis Neu => 15.84, region = 2009
Artikelnr 801214 : Preis Neu => 0.10, region = 2009
Artikelnr 801220 : Preis Neu => 1.98, region = 2009
Artikelnr 801224 : Preis Neu => 11.15, region = 2009
Artikelnr 801239 : Preis Neu => 6.29, region = 2009
Artikelnr 801242 : Preis Neu => 3.87, region = 2009
Artikelnr 801243 : Preis Neu => 1.48, region = 2009
Artikelnr 801244 : Preis Neu => 3.10, region = 2009
Artikelnr 801245 : Preis Neu => 4.28, region = 2009
Artikelnr 801246 : Preis Neu => 2.28, region = 2009
Artikelnr 801266 : Preis Neu => 0.12, region = 2009
Artikelnr 801281 : Preis Neu => 0.27, region = 2009
Artikelnr 801284 : Preis Neu => 0.27, region = 2009
Artikelnr 801286 : Preis Neu => 17.51, region = 2009
Artikelnr 801288 : Preis Neu => 16.80, region = 2009
Artikelnr 801294 : Preis Neu => 42.44, region = 2009
Artikelnr 801295 : Preis Neu => 43.44, region = 2009
Artikelnr 801296 : Preis Neu => 1.13, region = 2009
Artikelnr 801297 : Preis Neu => 12.02, region = 2009
Artikelnr 801301 : Preis Neu => 0.12, region = 2009
Artikelnr 801302 : Preis Neu => 2.86, region = 2009
Artikelnr 801305 : Preis Neu => 0.16, region = 2009
Artikelnr 801307 : Preis Neu => 1.38, region = 2009
Artikelnr 801308 : Preis Neu => 1.22, region = 2009
Artikelnr 801309 : Preis Neu => 0.68, region = 2009
Artikelnr 801310 : Preis Neu => 6.56, region = 2009
Artikelnr 801312 : Preis Neu => 6.72, region = 2009
Artikelnr 801313 : Preis Neu => 0.21, region = 2009
Artikelnr 801314 : Preis Neu => 43.60, region = 2009
Artikelnr 801316 : Preis Neu => 0.01, region = 2009
Artikelnr 801317 : Preis Neu => 0.00, region = 2009
Artikelnr 801318 : Preis Neu => 0.00, region = 2009
Artikelnr 801319 : Preis Neu => 0.01, region = 2009
Artikelnr 801323 : Preis Neu => 0.01, region = 2009
Artikelnr 801324 : Preis Neu => 0.23, region = 2009
Artikelnr 801329 : Preis Neu => 0.68, region = 2009
Artikelnr 801330 : Preis Neu => 0.11, region = 2009
Artikelnr 801333 : Preis Neu => 0.10, region = 2009
Artikelnr 801340 : Preis Neu => 0.06, region = 2009
Artikelnr 801342 : Preis Neu => 0.06, region = 2009
Artikelnr 801343 : Preis Neu => 0.01, region = 2009
Artikelnr 801344 : Preis Neu => 0.01, region = 2009
Artikelnr 801345 : Preis Neu => 0.00, region = 2009
Artikelnr 801350 : Preis Neu => 0.00, region = 2009
Artikelnr 801351 : Preis Neu => 0.00, region = 2009
Artikelnr 801353 : Preis Neu => 0.01, region = 2009
Artikelnr 801354 : Preis Neu => 0.00, region = 2009
Artikelnr 801355 : Preis Neu => 0.00, region = 2009
Artikelnr 801356 : Preis Neu => 0.00, region = 2009
Artikelnr 801357 : Preis Neu => 0.00, region = 2009
Artikelnr 801358 : Preis Neu => 115.84, region = 2009
Artikelnr 801359 : Preis Neu => 0.20, region = 2009
Artikelnr 801360 : Preis Neu => 0.05, region = 2009
Artikelnr 801364 : Preis Neu => 0.26, region = 2009
Artikelnr 801375 : Preis Neu => 1.57, region = 2009
Artikelnr 801378 : Preis Neu => 0.18, region = 2009
Artikelnr 801379 : Preis Neu => 0.12, region = 2009
Artikelnr 801380 : Preis Neu => 0.93, region = 2009
Artikelnr 801382 : Preis Neu => 2.53, region = 2009
Artikelnr 801385 : Preis Neu => 1.19, region = 2009
Artikelnr 801386 : Preis Neu => 2.39, region = 2009
Artikelnr 801387 : Preis Neu => 3.64, region = 2009
Artikelnr 801388 : Preis Neu => 0.02, region = 2009
Artikelnr 801390 : Preis Neu => 0.08, region = 2009
Artikelnr 801391 : Preis Neu => 0.49, region = 2009
Artikelnr 801392 : Preis Neu => 0.78, region = 2009
Artikelnr 801394 : Preis Neu => 1.46, region = 2009
Artikelnr 801396 : Preis Neu => 0.27, region = 2009
Artikelnr 801397 : Preis Neu => 0.41, region = 2009
Artikelnr 801398 : Preis Neu => 0.00, region = 2009
Artikelnr 801399 : Preis Neu => 0.39, region = 2009
Artikelnr 801400 : Preis Neu => 0.78, region = 2009
Artikelnr 801401 : Preis Neu => 1.56, region = 2009
Artikelnr 801403 : Preis Neu => 0.01, region = 2009
Artikelnr 801405 : Preis Neu => 0.01, region = 2009
Artikelnr 801415 : Preis Neu => 0.00, region = 2009
Artikelnr 801416 : Preis Neu => 0.00, region = 2009
Artikelnr 801417 : Preis Neu => 0.00, region = 2009
Artikelnr 801418 : Preis Neu => 0.65, region = 2009
Artikelnr 801419 : Preis Neu => 0.00, region = 2009
Artikelnr 801421 : Preis Neu => 0.00, region = 2009
Artikelnr 801422 : Preis Neu => 0.00, region = 2009
Artikelnr 801423 : Preis Neu => 0.00, region = 2009
Artikelnr 801427 : Preis Neu => 0.69, region = 2009
Artikelnr 801428 : Preis Neu => 0.00, region = 2009
Artikelnr 801429 : Preis Neu => 29.43, region = 2009
Artikelnr 801430 : Preis Neu => 0.44, region = 2009
Artikelnr 801431 : Preis Neu => 0.90, region = 2009
Artikelnr 801432 : Preis Neu => 0.17, region = 2009
Artikelnr 801433 : Preis Neu => 0.12, region = 2009
Artikelnr 801434 : Preis Neu => 1.28, region = 2009
Artikelnr 801435 : Preis Neu => 0.84, region = 2009
Artikelnr 801436 : Preis Neu => 0.31, region = 2009
Artikelnr 801437 : Preis Neu => 0.61, region = 2009
Artikelnr 801438 : Preis Neu => 0.03, region = 2009
Artikelnr 801440 : Preis Neu => 0.24, region = 2009
Artikelnr 801441 : Preis Neu => 7.61, region = 2009
Artikelnr 801442 : Preis Neu => 34.01, region = 2009
Artikelnr 801443 : Preis Neu => 1.98, region = 2009
Artikelnr 801444 : Preis Neu => 60.68, region = 2009
Artikelnr 801445 : Preis Neu => 0.92, region = 2009
Artikelnr 801448 : Preis Neu => 1.42, region = 2009
Artikelnr 801450 : Preis Neu => 0.96, region = 2009
Artikelnr 801451 : Preis Neu => 86.20, region = 2009
Artikelnr 801452 : Preis Neu => 0.03, region = 2009
Artikelnr 801453 : Preis Neu => 27.61, region = 2009
Artikelnr 801454 : Preis Neu => 0.03, region = 2009
Artikelnr 801455 : Preis Neu => 1.98, region = 2009
Artikelnr 801457 : Preis Neu => 3.61, region = 2009
Artikelnr 801459 : Preis Neu => 21.47, region = 2009
Artikelnr 801462 : Preis Neu => 3.62, region = 2009
Artikelnr 801469 : Preis Neu => 6.24, region = 2009
Artikelnr 801471 : Preis Neu => 0.19, region = 2009
Artikelnr 801486 : Preis Neu => 0.70, region = 2009
Artikelnr 801487 : Preis Neu => 1.95, region = 2009
Artikelnr 801488 : Preis Neu => 3.50, region = 2009
Artikelnr 801489 : Preis Neu => 0.87, region = 2009
Artikelnr 801491 : Preis Neu => 0.87, region = 2009
Artikelnr 801493 : Preis Neu => 0.90, region = 2009
Artikelnr 801494 : Preis Neu => 0.01, region = 2009
Artikelnr 801503 : Preis Neu => 3.20, region = 2009
Artikelnr 801518 : Preis Neu => 4.61, region = 2009
Artikelnr 801520 : Preis Neu => 0.16, region = 2009
Artikelnr 801526 : Preis Neu => 0.41, region = 2009
Artikelnr 801527 : Preis Neu => 0.00, region = 2009
Artikelnr 801528 : Preis Neu => 2.21, region = 2009
